dataset - sampling - sim_type - seed - n_SGD - lr - decay - p - force - gpu - mu
['CIFAR10_nbal_0.001', 'clustered_2', 'cosine', '0', '100', '0.05', '1.0', '0.1', 'True', '0']
number of iterations 1000
batch size 50
percentage of sampled clients 0.1
metric_period 5
regularization term 0.0
CIFAR10_nbal_0.001_clustered_2_cosine_i1000_N100_lr0.05_B50_d1.0_p0.1_m5_0
./data/CIFAR10_nbal_0.001_train_100.pkl
./data/CIFAR10_nbal_0.001_test_100.pkl
number fo sampled clients 10
CNN_CIFAR_dropout(
  (conv1): Conv2d(3, 32, kernel_size=(3, 3), stride=(1, 1))
  (conv2): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1))
  (conv3): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1))
  (fc1): Linear(in_features=1024, out_features=64, bias=True)
  (fc2): Linear(in_features=64, out_features=10, bias=True)
  (dropout): Dropout(p=0.2, inplace=False)
)
Clients' weights: [0.00206186 0.00206186 0.00206186 0.00206186 0.00206186 0.00206186
 0.00206186 0.00206186 0.00206186 0.00206186 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01546392 0.01546392
 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392
 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392
 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392
 0.02061856 0.02061856 0.02061856 0.02061856 0.02061856 0.02061856
 0.02061856 0.02061856 0.02061856 0.02061856]
====> i: 0 Loss: 2.2948978950067893 Test Accuracy: 12.501030927835052
====> i: 671 Loss: 1.4327167641870757 Server Test Accuracy: 45.72164948453607
====> i: 676 Loss: 1.596284333455194 Server Test Accuracy: 42.56701030927836
====> i: 681 Loss: 1.4676084547927697 Server Test Accuracy: 46.134020618556704
====> i: 686 Loss: 1.4719408204875044 Server Test Accuracy: 46.31958762886598
====> i: 691 Loss: 1.6762375283179822 Server Test Accuracy: 40.71134020618557
====> i: 696 Loss: 1.4786155290517609 Server Test Accuracy: 46.21649484536082
====> i: 701 Loss: 1.4885032833851488 Server Test Accuracy: 45.34020618556701
====> i: 706 Loss: 1.3909532769439144 Server Test Accuracy: 47.84536082474227
====> i: 711 Loss: 1.4247801272525003 Server Test Accuracy: 46.56701030927836
====> i: 716 Loss: 1.4827265559398022 Server Test Accuracy: 45.34020618556702
====> i: 721 Loss: 1.4965351171100263 Server Test Accuracy: 45.26804123711339
====> i: 726 Loss: 1.4009882832925342 Server Test Accuracy: 47.74226804123712
====> i: 731 Loss: 1.6578130388997265 Server Test Accuracy: 41.56701030927836
====> i: 736 Loss: 1.669279251700824 Server Test Accuracy: 38.83505154639175
====> i: 741 Loss: 1.51683151749606 Server Test Accuracy: 45.12371134020618
====> i: 746 Loss: 1.514649393878032 Server Test Accuracy: 45.46391752577319
====> i: 751 Loss: 1.5102123063249688 Server Test Accuracy: 43.90721649484536
====> i: 756 Loss: 1.4313240343147944 Server Test Accuracy: 47.56701030927835
====> i: 761 Loss: 1.4136600848325749 Server Test Accuracy: 47.96907216494845
====> i: 766 Loss: 1.4587412508492617 Server Test Accuracy: 47.48453608247422
====> i: 771 Loss: 1.441731904646785 Server Test Accuracy: 46.422680412371136
====> i: 776 Loss: 1.5373492739249748 Server Test Accuracy: 44.30927835051547
====> i: 781 Loss: 1.6732629805035197 Server Test Accuracy: 41.88659793814434
====> i: 786 Loss: 1.3632302073473783 Server Test Accuracy: 48.876288659793815
====> i: 791 Loss: 1.4101917983330403 Server Test Accuracy: 47.47422680412372
====> i: 796 Loss: 1.428196897088867 Server Test Accuracy: 47.26804123711341
====> i: 801 Loss: 1.5643328420280178 Server Test Accuracy: 43.886597938144334
====> i: 806 Loss: 1.538930419118134 Server Test Accuracy: 42.13402061855671
====> i: 811 Loss: 1.4034409459718724 Server Test Accuracy: 47.50515463917526
====> i: 816 Loss: 1.5275720849479597 Server Test Accuracy: 44.05154639175258
====> i: 821 Loss: 1.3425926198049918 Server Test Accuracy: 51.07216494845361
====> i: 826 Loss: 1.4234035725753331 Server Test Accuracy: 47.92783505154639
====> i: 831 Loss: 1.479433784042437 Server Test Accuracy: 46.31958762886598
====> i: 836 Loss: 1.392211643445123 Server Test Accuracy: 47.74226804123711
====> i: 841 Loss: 1.3571996615719546 Server Test Accuracy: 49.31958762886598
====> i: 846 Loss: 1.3610290147594568 Server Test Accuracy: 49.649484536082475
====> i: 851 Loss: 1.4260763604616382 Server Test Accuracy: 46.94845360824741
====> i: 856 Loss: 1.4873484262793335 Server Test Accuracy: 43.94845360824742
====> i: 861 Loss: 1.329508786717641 Server Test Accuracy: 49.20618556701031
====> i: 866 Loss: 1.4284943407958315 Server Test Accuracy: 47.54639175257732
====> i: 871 Loss: 1.8097659761143716 Server Test Accuracy: 37.938144329896915
====> i: 876 Loss: 1.4282546593356378 Server Test Accuracy: 45.814432989690715
====> i: 881 Loss: 1.4148989885738212 Server Test Accuracy: 47.25773195876289
====> i: 886 Loss: 1.3593977883919 Server Test Accuracy: 50.51546391752577
====> i: 891 Loss: 1.396120107665504 Server Test Accuracy: 47.25773195876288
====> i: 896 Loss: 1.411181017479946 Server Test Accuracy: 47.96907216494845
====> i: 901 Loss: 1.9504942057827088 Server Test Accuracy: 37.546391752577314
====> i: 906 Loss: 1.5000342367850625 Server Test Accuracy: 46.17525773195875
====> i: 911 Loss: 1.327204381497865 Server Test Accuracy: 50.81443298969072
====> i: 916 Loss: 1.3721953633827029 Server Test Accuracy: 48.65979381443299
====> i: 921 Loss: 1.3490234129822132 Server Test Accuracy: 49.051546391752574
====> i: 926 Loss: 1.4286120240221318 Server Test Accuracy: 48.072164948453604
====> i: 931 Loss: 1.3418501706467458 Server Test Accuracy: 50.49484536082474
====> i: 936 Loss: 1.3456886099171392 Server Test Accuracy: 49.51546391752577
====> i: 941 Loss: 1.3860221961109909 Server Test Accuracy: 49.51546391752577
====> i: 946 Loss: 1.3079842737347809 Server Test Accuracy: 50.92783505154639
====> i: 951 Loss: 1.4224997145613445 Server Test Accuracy: 47.618556701030926
====> i: 956 Loss: 1.675478130701891 Server Test Accuracy: 40.81443298969073
====> i: 961 Loss: 1.312268471410594 Server Test Accuracy: 50.91752577319587
====> i: 966 Loss: 1.3764996120610185 Server Test Accuracy: 47.77319587628867
====> i: 971 Loss: 1.3881857151223214 Server Test Accuracy: 48.77319587628866
====> i: 976 Loss: 1.3153355736707903 Server Test Accuracy: 50.71134020618557
====> i: 981 Loss: 1.3353882223982172 Server Test Accuracy: 49.59793814432991
====> i: 986 Loss: 1.5032522263907895 Server Test Accuracy: 44.54639175257732
====> i: 991 Loss: 1.2846267335808155 Server Test Accuracy: 52.31958762886598
====> i: 996 Loss: 1.3820840716362 Server Test Accuracy: 48.453608247422686
run time: 9204.037549495697
EXPERIMENT IS FINISHED
