dataset - sampling - sim_type - seed - n_SGD - lr - decay - p - force - gpu - mu
['CIFAR10_nbal_10.0', 'clustered_2', 'cosine', '0', '100', '0.1', '1.0', '0.1', 'True', '1']
number of iterations 1000
batch size 50
percentage of sampled clients 0.1
metric_period 5
regularization term 0.0
CIFAR10_nbal_10.0_clustered_2_cosine_i1000_N100_lr0.1_B50_d1.0_p0.1_m5_0
./data/CIFAR10_nbal_10.0_train_100.pkl
./data/CIFAR10_nbal_10.0_test_100.pkl
number fo sampled clients 10
CNN_CIFAR_dropout(
  (conv1): Conv2d(3, 32, kernel_size=(3, 3), stride=(1, 1))
  (conv2): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1))
  (conv3): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1))
  (fc1): Linear(in_features=1024, out_features=64, bias=True)
  (fc2): Linear(in_features=64, out_features=10, bias=True)
  (dropout): Dropout(p=0.2, inplace=False)
)
Clients' weights: [0.00206186 0.00206186 0.00206186 0.00206186 0.00206186 0.00206186
 0.00206186 0.00206186 0.00206186 0.00206186 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01546392 0.01546392
 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392
 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392
 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392
 0.02061856 0.02061856 0.02061856 0.02061856 0.02061856 0.02061856
 0.02061856 0.02061856 0.02061856 0.02061856]
====> i: 0 Loss: 2.304241217780359 Test Accuracy: 10.259793814432989
====> i: 141 Loss: 0.7314140620305365 Server Test Accuracy: 65.48453608247424
====> i: 146 Loss: 0.7074398418677221 Server Test Accuracy: 64.82474226804123
====> i: 151 Loss: 0.6874683427749221 Server Test Accuracy: 65.4639175257732
====> i: 156 Loss: 0.6910965061372089 Server Test Accuracy: 65.26804123711341
====> i: 161 Loss: 0.6990944891860804 Server Test Accuracy: 64.77319587628865
====> i: 166 Loss: 0.6741809576749801 Server Test Accuracy: 64.8659793814433
====> i: 171 Loss: 0.6651549992180362 Server Test Accuracy: 65.43298969072164
====> i: 176 Loss: 0.6516539385638287 Server Test Accuracy: 65.5979381443299
====> i: 181 Loss: 0.6509826470588901 Server Test Accuracy: 65.89690721649484
====> i: 186 Loss: 0.643171404901239 Server Test Accuracy: 65.85567010309278
====> i: 191 Loss: 0.6403034791503985 Server Test Accuracy: 65.36082474226805
====> i: 196 Loss: 0.6290105595723869 Server Test Accuracy: 65.48453608247422
====> i: 201 Loss: 0.6248825091983855 Server Test Accuracy: 65.69072164948454
====> i: 206 Loss: 0.6259583213894638 Server Test Accuracy: 65.91752577319588
====> i: 211 Loss: 0.6274869690236358 Server Test Accuracy: 65.77319587628865
====> i: 216 Loss: 0.6217496012903979 Server Test Accuracy: 66.50515463917526
====> i: 221 Loss: 0.6127546932586689 Server Test Accuracy: 66.49484536082474
====> i: 226 Loss: 0.6094078822541483 Server Test Accuracy: 65.91752577319588
====> i: 231 Loss: 0.5913535188153847 Server Test Accuracy: 66.10309278350516
====> i: 236 Loss: 0.5909406439237987 Server Test Accuracy: 66.39175257731958
====> i: 241 Loss: 0.5686320159853119 Server Test Accuracy: 66.0721649484536
====> i: 246 Loss: 0.5815689329019527 Server Test Accuracy: 66.90721649484537
====> i: 251 Loss: 0.569531735870027 Server Test Accuracy: 66.36082474226805
====> i: 256 Loss: 0.5672598990275688 Server Test Accuracy: 65.25773195876289
====> i: 261 Loss: 0.565874693565762 Server Test Accuracy: 67.1340206185567
====> i: 266 Loss: 0.5552331668507193 Server Test Accuracy: 66.56701030927836
====> i: 271 Loss: 0.5460471343133867 Server Test Accuracy: 66.74226804123711
====> i: 276 Loss: 0.5579785543618743 Server Test Accuracy: 66.5257731958763
====> i: 281 Loss: 0.5349007434144463 Server Test Accuracy: 66.35051546391753
====> i: 286 Loss: 0.5444990670865344 Server Test Accuracy: 66.11340206185567
====> i: 291 Loss: 0.537923703166013 Server Test Accuracy: 66.75257731958763
====> i: 296 Loss: 0.5280416473899919 Server Test Accuracy: 66.58762886597938
====> i: 301 Loss: 0.5443227646584364 Server Test Accuracy: 67.22680412371133
====> i: 306 Loss: 0.5474627162992339 Server Test Accuracy: 67.50515463917526
====> i: 311 Loss: 0.5284407982506703 Server Test Accuracy: 66.78350515463917
====> i: 316 Loss: 0.5287072798947698 Server Test Accuracy: 66.97938144329898
====> i: 321 Loss: 0.5251151853922716 Server Test Accuracy: 66.6082474226804
====> i: 326 Loss: 0.5244644663383051 Server Test Accuracy: 67.42268041237112
====> i: 331 Loss: 0.5082908120812828 Server Test Accuracy: 66.9278350515464
====> i: 336 Loss: 0.5131966247079298 Server Test Accuracy: 67.44329896907217
====> i: 341 Loss: 0.4881121682137558 Server Test Accuracy: 67.11340206185567
====> i: 346 Loss: 0.5081282406123643 Server Test Accuracy: 67.34020618556701
====> i: 351 Loss: 0.49448126428520556 Server Test Accuracy: 67.03092783505156
====> i: 356 Loss: 0.49551918637199505 Server Test Accuracy: 67.35051546391753
====> i: 361 Loss: 0.48558466339234224 Server Test Accuracy: 67.19587628865979
====> i: 366 Loss: 0.4877690358260244 Server Test Accuracy: 67.35051546391752
====> i: 371 Loss: 0.48006673111129045 Server Test Accuracy: 67.4020618556701
====> i: 376 Loss: 0.5022339457857241 Server Test Accuracy: 67.5876288659794
====> i: 381 Loss: 0.47948755704865015 Server Test Accuracy: 67.35051546391753
====> i: 386 Loss: 0.4865587851743108 Server Test Accuracy: 67.56701030927834
====> i: 391 Loss: 0.4911454064022634 Server Test Accuracy: 67.76288659793815
====> i: 396 Loss: 0.47547658938415277 Server Test Accuracy: 67.6082474226804
====> i: 401 Loss: 0.477785560534787 Server Test Accuracy: 67.07216494845359
====> i: 406 Loss: 0.47335614973736795 Server Test Accuracy: 67.85567010309278
====> i: 411 Loss: 0.48170176030127043 Server Test Accuracy: 67.30927835051546
====> i: 416 Loss: 0.46368851477337875 Server Test Accuracy: 66.94845360824742
====> i: 421 Loss: 0.45972554087638856 Server Test Accuracy: 67.37113402061856
====> i: 426 Loss: 0.47220463218148223 Server Test Accuracy: 67.89690721649484
====> i: 431 Loss: 0.4519489421672428 Server Test Accuracy: 67.12371134020619
====> i: 436 Loss: 0.45363913716114673 Server Test Accuracy: 67.6701030927835
====> i: 441 Loss: 0.45717560157333453 Server Test Accuracy: 67.9381443298969
====> i: 446 Loss: 0.45553611678253747 Server Test Accuracy: 68.1340206185567
====> i: 451 Loss: 0.4432582042727274 Server Test Accuracy: 68.0618556701031
====> i: 456 Loss: 0.44619542576910287 Server Test Accuracy: 67.91752577319589
====> i: 461 Loss: 0.4443143988393017 Server Test Accuracy: 67.87628865979381
====> i: 466 Loss: 0.45419443517001634 Server Test Accuracy: 68.02061855670104
====> i: 471 Loss: 0.44279001072510005 Server Test Accuracy: 67.20618556701031
====> i: 476 Loss: 0.44588388539466656 Server Test Accuracy: 67.80412371134021
====> i: 481 Loss: 0.44634031498247817 Server Test Accuracy: 67.3298969072165
====> i: 486 Loss: 0.4568829239336486 Server Test Accuracy: 68.29896907216495
====> i: 491 Loss: 0.43201356759083637 Server Test Accuracy: 67.94845360824742
====> i: 496 Loss: 0.43482584848846356 Server Test Accuracy: 68.29896907216495
====> i: 501 Loss: 0.45120684513726184 Server Test Accuracy: 67.75257731958763
====> i: 506 Loss: 0.43433277252101404 Server Test Accuracy: 68.22680412371135
====> i: 511 Loss: 0.4298955921045284 Server Test Accuracy: 68.28865979381443
====> i: 516 Loss: 0.429053235637773 Server Test Accuracy: 67.7319587628866
====> i: 521 Loss: 0.43199174454838957 Server Test Accuracy: 68.68041237113403
====> i: 526 Loss: 0.4289502602569836 Server Test Accuracy: 67.19587628865979
====> i: 531 Loss: 0.4240760956228394 Server Test Accuracy: 67.28865979381443
====> i: 536 Loss: 0.4196847657413827 Server Test Accuracy: 68.24742268041238
====> i: 541 Loss: 0.4165630083723167 Server Test Accuracy: 68.09278350515464
====> i: 546 Loss: 0.41755950905613065 Server Test Accuracy: 68.25773195876288
====> i: 551 Loss: 0.4031706830582668 Server Test Accuracy: 68.03092783505154
====> i: 556 Loss: 0.4282649196761171 Server Test Accuracy: 68.44329896907217
====> i: 561 Loss: 0.40661806603989653 Server Test Accuracy: 67.70103092783505
====> i: 566 Loss: 0.41789960934943765 Server Test Accuracy: 68.16494845360825
====> i: 571 Loss: 0.4125850418025685 Server Test Accuracy: 68.5360824742268
====> i: 576 Loss: 0.4243777372173428 Server Test Accuracy: 68.48453608247422
====> i: 581 Loss: 0.4276750996555249 Server Test Accuracy: 68.659793814433
====> i: 586 Loss: 0.4028091777077655 Server Test Accuracy: 68.18556701030927
====> i: 591 Loss: 0.3954875722373884 Server Test Accuracy: 68.24742268041237
====> i: 596 Loss: 0.39618049230157715 Server Test Accuracy: 67.18556701030928
====> i: 601 Loss: 0.3945029680569148 Server Test Accuracy: 68.14432989690722
====> i: 606 Loss: 0.40016385579539326 Server Test Accuracy: 68.47422680412372
====> i: 611 Loss: 0.4021433676641012 Server Test Accuracy: 68.51546391752578
====> i: 616 Loss: 0.39222618330692505 Server Test Accuracy: 68.5360824742268
====> i: 621 Loss: 0.38531203879830767 Server Test Accuracy: 68.1340206185567
====> i: 626 Loss: 0.40255062091596344 Server Test Accuracy: 68.42268041237114
====> i: 631 Loss: 0.403670922597659 Server Test Accuracy: 68.0515463917526
====> i: 636 Loss: 0.39963924248808436 Server Test Accuracy: 68.56701030927836
====> i: 641 Loss: 0.4066205990375931 Server Test Accuracy: 68.50515463917527
====> i: 646 Loss: 0.3978368488476448 Server Test Accuracy: 68.50515463917526
====> i: 651 Loss: 0.39859655120016374 Server Test Accuracy: 68.3917525773196
====> i: 656 Loss: 0.3900061056632356 Server Test Accuracy: 68.7319587628866
====> i: 661 Loss: 0.3771503216212558 Server Test Accuracy: 68.59793814432989
====> i: 666 Loss: 0.39641522069260016 Server Test Accuracy: 67.94845360824742
====> i: 671 Loss: 0.39892379942628525 Server Test Accuracy: 68.82474226804123
====> i: 676 Loss: 0.3825111974606808 Server Test Accuracy: 68.2061855670103
====> i: 681 Loss: 0.39062167733293224 Server Test Accuracy: 68.93814432989691
====> i: 686 Loss: 0.3852769731092699 Server Test Accuracy: 68.64948453608247
====> i: 691 Loss: 0.37468778481802995 Server Test Accuracy: 68.86597938144331
====> i: 696 Loss: 0.3796668433958722 Server Test Accuracy: 68.39175257731958
====> i: 701 Loss: 0.382126778010855 Server Test Accuracy: 68.30927835051547
====> i: 706 Loss: 0.39649325914911393 Server Test Accuracy: 68.5360824742268
====> i: 711 Loss: 0.3749087165311439 Server Test Accuracy: 68.82474226804123
====> i: 716 Loss: 0.37771001558021167 Server Test Accuracy: 68.49484536082474
====> i: 721 Loss: 0.38125326115753233 Server Test Accuracy: 68.78350515463916
====> i: 726 Loss: 0.3783242923082765 Server Test Accuracy: 69.23711340206185
====> i: 731 Loss: 0.3788157535889714 Server Test Accuracy: 68.37113402061856
====> i: 736 Loss: 0.368115156351291 Server Test Accuracy: 69.0618556701031
====> i: 741 Loss: 0.39405100612910754 Server Test Accuracy: 68.47422680412372
====> i: 746 Loss: 0.38581133724487937 Server Test Accuracy: 67.9484536082474
====> i: 751 Loss: 0.37906563497081247 Server Test Accuracy: 68.4742268041237
====> i: 756 Loss: 0.3822138165075755 Server Test Accuracy: 68.89690721649485
====> i: 761 Loss: 0.37135763269724303 Server Test Accuracy: 68.28865979381443
====> i: 766 Loss: 0.3748071921086803 Server Test Accuracy: 69.30927835051547
====> i: 771 Loss: 0.378951239923841 Server Test Accuracy: 68.77319587628867
====> i: 776 Loss: 0.3711860241656451 Server Test Accuracy: 68.45360824742268
====> i: 781 Loss: 0.37174155957920035 Server Test Accuracy: 68.63917525773196
====> i: 786 Loss: 0.3626275864458575 Server Test Accuracy: 68.31958762886597
====> i: 791 Loss: 0.3699480424990359 Server Test Accuracy: 68.45360824742268
====> i: 796 Loss: 0.36498357148207333 Server Test Accuracy: 68.5257731958763
====> i: 801 Loss: 0.3761399200435766 Server Test Accuracy: 68.27835051546391
====> i: 806 Loss: 0.37064124943362076 Server Test Accuracy: 67.98969072164948
====> i: 811 Loss: 0.35818054722910075 Server Test Accuracy: 68.5876288659794
====> i: 816 Loss: 0.36332321383596705 Server Test Accuracy: 69.0824742268041
====> i: 821 Loss: 0.3551690881707005 Server Test Accuracy: 68.5876288659794
====> i: 826 Loss: 0.3647566857104449 Server Test Accuracy: 68.56701030927834
====> i: 831 Loss: 0.36081366282455696 Server Test Accuracy: 69.02061855670102
====> i: 836 Loss: 0.36439046535602543 Server Test Accuracy: 69.05154639175258
====> i: 841 Loss: 0.3663782984632806 Server Test Accuracy: 69.10309278350516
====> i: 846 Loss: 0.3517246474463915 Server Test Accuracy: 69.13402061855669
====> i: 851 Loss: 0.3592122826379599 Server Test Accuracy: 69.44329896907217
====> i: 856 Loss: 0.35518384989082197 Server Test Accuracy: 68.74226804123711
====> i: 861 Loss: 0.34671053096805654 Server Test Accuracy: 68.6701030927835
====> i: 866 Loss: 0.34691825140382826 Server Test Accuracy: 68.54639175257732
====> i: 871 Loss: 0.3464305910406653 Server Test Accuracy: 69.19587628865979
====> i: 876 Loss: 0.3531907538624154 Server Test Accuracy: 68.90721649484537
====> i: 881 Loss: 0.34288997674725724 Server Test Accuracy: 68.68041237113403
====> i: 886 Loss: 0.35045901458595224 Server Test Accuracy: 69.8659793814433
====> i: 891 Loss: 0.3478547542365556 Server Test Accuracy: 68.38144329896907
====> i: 896 Loss: 0.35574605759886124 Server Test Accuracy: 68.95876288659794
====> i: 901 Loss: 0.3603130611715858 Server Test Accuracy: 68.56701030927834
====> i: 906 Loss: 0.35480782294396274 Server Test Accuracy: 68.48453608247424
====> i: 911 Loss: 0.35142773769258223 Server Test Accuracy: 68.9896907216495
====> i: 916 Loss: 0.3469573651238815 Server Test Accuracy: 69.12371134020619
====> i: 921 Loss: 0.33889565483196504 Server Test Accuracy: 68.47422680412372
====> i: 926 Loss: 0.34492896716926513 Server Test Accuracy: 68.55670103092783
====> i: 931 Loss: 0.3516843008933608 Server Test Accuracy: 68.59793814432989
====> i: 936 Loss: 0.34700216082568014 Server Test Accuracy: 68.84536082474227
====> i: 941 Loss: 0.34853856944546263 Server Test Accuracy: 68.53608247422682
====> i: 946 Loss: 0.3413666983547899 Server Test Accuracy: 68.85567010309279
====> i: 951 Loss: 0.34743355922785 Server Test Accuracy: 69.1340206185567
====> i: 956 Loss: 0.3543649722927625 Server Test Accuracy: 69.23711340206185
====> i: 961 Loss: 0.35083523844320746 Server Test Accuracy: 69.24742268041238
====> i: 966 Loss: 0.34562154025146646 Server Test Accuracy: 69.57731958762886
====> i: 971 Loss: 0.34205691557876844 Server Test Accuracy: 68.91752577319589
====> i: 976 Loss: 0.34387947142738656 Server Test Accuracy: 68.36082474226804
====> i: 981 Loss: 0.35612260301395793 Server Test Accuracy: 68.9381443298969
====> i: 986 Loss: 0.3468722874356299 Server Test Accuracy: 68.85567010309279
====> i: 991 Loss: 0.34507735478355717 Server Test Accuracy: 68.97938144329898
====> i: 996 Loss: 0.3406186190308983 Server Test Accuracy: 68.89690721649485
run time: 9176.581186294556
EXPERIMENT IS FINISHED
