dataset - sampling - sim_type - seed - n_SGD - lr - decay - p - force - gpu - mu
['CIFAR10_nbal_10.0', 'clustered_1', 'any', '0', '100', '0.1', '1.0', '0.1', 'True', '1']
number of iterations 1000
batch size 50
percentage of sampled clients 0.1
metric_period 5
regularization term 0.0
CIFAR10_nbal_10.0_clustered_1_any_i1000_N100_lr0.1_B50_d1.0_p0.1_m5_0
./data/CIFAR10_nbal_10.0_train_100.pkl
./data/CIFAR10_nbal_10.0_test_100.pkl
number fo sampled clients 10
CNN_CIFAR_dropout(
  (conv1): Conv2d(3, 32, kernel_size=(3, 3), stride=(1, 1))
  (conv2): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1))
  (conv3): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1))
  (fc1): Linear(in_features=1024, out_features=64, bias=True)
  (fc2): Linear(in_features=64, out_features=10, bias=True)
  (dropout): Dropout(p=0.2, inplace=False)
)
Clients' weights: [0.00206186 0.00206186 0.00206186 0.00206186 0.00206186 0.00206186
 0.00206186 0.00206186 0.00206186 0.00206186 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464 0.00515464
 0.00515464 0.00515464 0.00515464 0.00515464 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928 0.01030928
 0.01030928 0.01030928 0.01030928 0.01030928 0.01546392 0.01546392
 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392
 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392
 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392 0.01546392
 0.02061856 0.02061856 0.02061856 0.02061856 0.02061856 0.02061856
 0.02061856 0.02061856 0.02061856 0.02061856]
====> i: 0 Loss: 2.304241217780359 Test Accuracy: 10.259793814432989
====> i: 261 Loss: 0.7998249079302414 Server Test Accuracy: 64.24742268041237
====> i: 266 Loss: 0.7894158067623365 Server Test Accuracy: 64.5979381443299
====> i: 271 Loss: 0.7864552767544063 Server Test Accuracy: 64.65979381443299
====> i: 276 Loss: 0.7673053005921471 Server Test Accuracy: 64.40206185567011
====> i: 281 Loss: 0.7375700585160058 Server Test Accuracy: 65.44329896907216
====> i: 286 Loss: 0.7493849058587526 Server Test Accuracy: 65.37113402061856
====> i: 291 Loss: 0.7408212618537476 Server Test Accuracy: 65.35051546391753
====> i: 296 Loss: 0.7244304061473645 Server Test Accuracy: 64.96907216494846
====> i: 301 Loss: 0.7269677613237777 Server Test Accuracy: 65.65979381443299
====> i: 306 Loss: 0.7085217027646519 Server Test Accuracy: 65.12371134020619
====> i: 311 Loss: 0.7030326071281715 Server Test Accuracy: 65.09278350515464
====> i: 316 Loss: 0.7218456764427044 Server Test Accuracy: 64.9278350515464
====> i: 321 Loss: 0.7046736340451333 Server Test Accuracy: 65.67010309278349
====> i: 326 Loss: 0.7221337589944147 Server Test Accuracy: 65.29896907216495
====> i: 331 Loss: 0.7252745643795767 Server Test Accuracy: 65.1340206185567
====> i: 336 Loss: 0.7080259726680431 Server Test Accuracy: 65.98969072164948
====> i: 341 Loss: 0.6792581479497176 Server Test Accuracy: 65.54639175257732
====> i: 346 Loss: 0.7055625177228574 Server Test Accuracy: 65.82474226804123
====> i: 351 Loss: 0.6949489136504913 Server Test Accuracy: 65.19587628865979
====> i: 356 Loss: 0.671918517719839 Server Test Accuracy: 65.46391752577318
====> i: 361 Loss: 0.6745348799820107 Server Test Accuracy: 65.44329896907216
====> i: 366 Loss: 0.6573190955502778 Server Test Accuracy: 65.96907216494846
====> i: 371 Loss: 0.6330363135938484 Server Test Accuracy: 65.82474226804123
====> i: 376 Loss: 0.6696196137168973 Server Test Accuracy: 65.659793814433
====> i: 381 Loss: 0.6438396115240055 Server Test Accuracy: 65.25773195876289
====> i: 386 Loss: 0.640746442297685 Server Test Accuracy: 65.80412371134021
====> i: 391 Loss: 0.6293013766062322 Server Test Accuracy: 65.83505154639177
====> i: 396 Loss: 0.6388396695294639 Server Test Accuracy: 66.07216494845359
====> i: 401 Loss: 0.6303208020736568 Server Test Accuracy: 66.5360824742268
====> i: 406 Loss: 0.6241622815158258 Server Test Accuracy: 65.75257731958763
====> i: 411 Loss: 0.6232662692570041 Server Test Accuracy: 65.79381443298969
====> i: 416 Loss: 0.6354866254345042 Server Test Accuracy: 66.08247422680414
====> i: 421 Loss: 0.6227089086144241 Server Test Accuracy: 66.22680412371135
====> i: 426 Loss: 0.6001898970262904 Server Test Accuracy: 66.72164948453609
====> i: 431 Loss: 0.6178974724153883 Server Test Accuracy: 66.57731958762888
====> i: 436 Loss: 0.6179804122421083 Server Test Accuracy: 65.95876288659794
====> i: 441 Loss: 0.5997220197250855 Server Test Accuracy: 66.18556701030928
====> i: 446 Loss: 0.615979085363371 Server Test Accuracy: 66.54639175257732
====> i: 451 Loss: 0.6057253601624795 Server Test Accuracy: 66.11340206185567
====> i: 456 Loss: 0.6025441917369968 Server Test Accuracy: 67.28865979381442
====> i: 461 Loss: 0.5985037239383637 Server Test Accuracy: 66.31958762886599
====> i: 466 Loss: 0.6077676715655733 Server Test Accuracy: 66.5257731958763
====> i: 471 Loss: 0.6012998387486357 Server Test Accuracy: 66.90721649484536
====> i: 476 Loss: 0.5727226354450602 Server Test Accuracy: 65.59793814432989
====> i: 481 Loss: 0.5750713946144146 Server Test Accuracy: 66.30927835051546
====> i: 486 Loss: 0.5727349971181032 Server Test Accuracy: 66.0618556701031
====> i: 491 Loss: 0.5701460066126639 Server Test Accuracy: 66.41237113402063
====> i: 496 Loss: 0.5640281100248553 Server Test Accuracy: 66.37113402061854
====> i: 501 Loss: 0.5705344536044088 Server Test Accuracy: 66.57731958762886
====> i: 506 Loss: 0.5881447237032975 Server Test Accuracy: 66.52577319587628
====> i: 511 Loss: 0.5659540191235155 Server Test Accuracy: 66.28865979381443
====> i: 516 Loss: 0.5645163872250422 Server Test Accuracy: 66.57731958762886
====> i: 521 Loss: 0.5602448859549675 Server Test Accuracy: 66.61855670103093
====> i: 526 Loss: 0.5580068144179189 Server Test Accuracy: 66.6701030927835
====> i: 531 Loss: 0.55619305484957 Server Test Accuracy: 66.11340206185567
====> i: 536 Loss: 0.5597492531882886 Server Test Accuracy: 66.44329896907217
====> i: 541 Loss: 0.545078036536645 Server Test Accuracy: 66.75257731958763
====> i: 546 Loss: 0.5484070807925819 Server Test Accuracy: 66.93814432989691
====> i: 551 Loss: 0.5602626695883337 Server Test Accuracy: 67.10309278350515
====> i: 556 Loss: 0.5470367847183315 Server Test Accuracy: 66.05154639175258
====> i: 561 Loss: 0.5472644780541664 Server Test Accuracy: 66.88659793814433
====> i: 566 Loss: 0.5220512514530692 Server Test Accuracy: 67.18556701030927
====> i: 571 Loss: 0.5388585017081926 Server Test Accuracy: 66.58762886597938
====> i: 576 Loss: 0.5531142326590327 Server Test Accuracy: 67.19587628865979
====> i: 581 Loss: 0.5241887866759423 Server Test Accuracy: 66.79381443298968
====> i: 586 Loss: 0.5315939981855223 Server Test Accuracy: 66.76288659793815
====> i: 591 Loss: 0.5204331867761679 Server Test Accuracy: 66.36082474226805
====> i: 596 Loss: 0.5235145767824244 Server Test Accuracy: 67.17525773195877
====> i: 601 Loss: 0.5260853351257049 Server Test Accuracy: 66.58762886597938
====> i: 606 Loss: 0.5383798191607113 Server Test Accuracy: 66.82474226804123
====> i: 611 Loss: 0.5163087111235279 Server Test Accuracy: 66.28865979381445
====> i: 616 Loss: 0.5183865480950659 Server Test Accuracy: 67.0103092783505
====> i: 621 Loss: 0.514857463997587 Server Test Accuracy: 67.11340206185567
====> i: 626 Loss: 0.51451626921015 Server Test Accuracy: 66.65979381443299
====> i: 631 Loss: 0.5285761765271578 Server Test Accuracy: 66.86597938144331
====> i: 636 Loss: 0.5253609259536047 Server Test Accuracy: 67.12371134020619
====> i: 641 Loss: 0.515114223342581 Server Test Accuracy: 66.90721649484536
====> i: 646 Loss: 0.5017476556774652 Server Test Accuracy: 67.24742268041238
====> i: 651 Loss: 0.5119284302265067 Server Test Accuracy: 67.48453608247424
====> i: 656 Loss: 0.5177705575529602 Server Test Accuracy: 67.38144329896906
====> i: 661 Loss: 0.5062703006487992 Server Test Accuracy: 66.75257731958763
====> i: 666 Loss: 0.4910843286442465 Server Test Accuracy: 66.90721649484536
====> i: 671 Loss: 0.4986583757886337 Server Test Accuracy: 66.98969072164948
====> i: 676 Loss: 0.4922505419605325 Server Test Accuracy: 66.9381443298969
====> i: 681 Loss: 0.5107158860882994 Server Test Accuracy: 66.80412371134021
====> i: 686 Loss: 0.5098092347076258 Server Test Accuracy: 66.2680412371134
====> i: 691 Loss: 0.5059617085228721 Server Test Accuracy: 67.23711340206185
====> i: 696 Loss: 0.48323719565247747 Server Test Accuracy: 66.90721649484536
====> i: 701 Loss: 0.5098247280517189 Server Test Accuracy: 67.08247422680414
====> i: 706 Loss: 0.49472907563844293 Server Test Accuracy: 67.51546391752576
====> i: 711 Loss: 0.49019818022251904 Server Test Accuracy: 66.88659793814433
====> i: 716 Loss: 0.5009776384924951 Server Test Accuracy: 66.73195876288659
====> i: 721 Loss: 0.4968155037765342 Server Test Accuracy: 66.60824742268042
====> i: 726 Loss: 0.47686138255041594 Server Test Accuracy: 67.0103092783505
====> i: 731 Loss: 0.47342065721750265 Server Test Accuracy: 67.26804123711341
====> i: 736 Loss: 0.496612144021567 Server Test Accuracy: 67.76288659793815
====> i: 741 Loss: 0.494231035549328 Server Test Accuracy: 67.68041237113403
====> i: 746 Loss: 0.4856255388079384 Server Test Accuracy: 67.88659793814433
====> i: 751 Loss: 0.4828694529639384 Server Test Accuracy: 67.48453608247422
====> i: 756 Loss: 0.4779100993705779 Server Test Accuracy: 67.18556701030927
====> i: 761 Loss: 0.48538245927763274 Server Test Accuracy: 67.39175257731961
====> i: 766 Loss: 0.4837801382310458 Server Test Accuracy: 67.37113402061856
====> i: 771 Loss: 0.4843475214023258 Server Test Accuracy: 67.5257731958763
====> i: 776 Loss: 0.4853836337066035 Server Test Accuracy: 67.38144329896906
====> i: 781 Loss: 0.47108035187054537 Server Test Accuracy: 67.43298969072164
====> i: 786 Loss: 0.46565056012501727 Server Test Accuracy: 67.32989690721648
====> i: 791 Loss: 0.46372132578807085 Server Test Accuracy: 67.44329896907217
====> i: 796 Loss: 0.46939300662674704 Server Test Accuracy: 67.64948453608247
====> i: 801 Loss: 0.47725038205839926 Server Test Accuracy: 67.88659793814433
====> i: 806 Loss: 0.47356739267322817 Server Test Accuracy: 66.82474226804123
====> i: 811 Loss: 0.46378435919195726 Server Test Accuracy: 67.82474226804123
====> i: 816 Loss: 0.46961136648585033 Server Test Accuracy: 67.2783505154639
====> i: 821 Loss: 0.4569961184021278 Server Test Accuracy: 67.4020618556701
====> i: 826 Loss: 0.45991896344444805 Server Test Accuracy: 67.17525773195878
====> i: 831 Loss: 0.462096549620487 Server Test Accuracy: 67.80412371134021
====> i: 836 Loss: 0.4624794397963998 Server Test Accuracy: 66.70103092783505
====> i: 841 Loss: 0.45645002941456964 Server Test Accuracy: 67.34020618556701
====> i: 846 Loss: 0.45306670376454894 Server Test Accuracy: 67.15463917525773
====> i: 851 Loss: 0.45759456598574355 Server Test Accuracy: 67.48453608247422
====> i: 856 Loss: 0.4412414291643144 Server Test Accuracy: 67.76288659793815
====> i: 861 Loss: 0.4525060034222594 Server Test Accuracy: 67.68041237113403
====> i: 866 Loss: 0.4665640394673826 Server Test Accuracy: 67.88659793814435
====> i: 871 Loss: 0.46193225794692633 Server Test Accuracy: 67.05154639175257
====> i: 876 Loss: 0.45684917423221255 Server Test Accuracy: 68.11340206185567
====> i: 881 Loss: 0.46221116954057484 Server Test Accuracy: 68.19587628865979
====> i: 886 Loss: 0.4726880354921996 Server Test Accuracy: 67.54639175257732
====> i: 891 Loss: 0.4628414706394231 Server Test Accuracy: 67.24742268041238
====> i: 896 Loss: 0.4581838513734108 Server Test Accuracy: 67.95876288659794
====> i: 901 Loss: 0.4400841677782231 Server Test Accuracy: 67.2680412371134
====> i: 906 Loss: 0.4499412894191355 Server Test Accuracy: 67.87628865979381
====> i: 911 Loss: 0.4491604066050621 Server Test Accuracy: 68.48453608247424
====> i: 916 Loss: 0.44597003630544874 Server Test Accuracy: 67.8041237113402
====> i: 921 Loss: 0.4393626816100296 Server Test Accuracy: 68.14432989690721
====> i: 926 Loss: 0.4473408867326594 Server Test Accuracy: 67.6701030927835
====> i: 931 Loss: 0.4483254856333981 Server Test Accuracy: 68.19587628865979
====> i: 936 Loss: 0.4371825940887799 Server Test Accuracy: 67.86597938144331
====> i: 941 Loss: 0.449374984849974 Server Test Accuracy: 67.08247422680411
====> i: 946 Loss: 0.4400071872599884 Server Test Accuracy: 67.659793814433
====> i: 951 Loss: 0.43480792635878945 Server Test Accuracy: 67.90721649484537
====> i: 956 Loss: 0.4356078496740497 Server Test Accuracy: 67.95876288659794
====> i: 961 Loss: 0.4319941539048534 Server Test Accuracy: 67.37113402061854
====> i: 966 Loss: 0.4273218165963082 Server Test Accuracy: 67.58762886597938
====> i: 971 Loss: 0.43277746077108475 Server Test Accuracy: 67.62886597938146
====> i: 976 Loss: 0.4239830959127428 Server Test Accuracy: 67.70103092783505
====> i: 981 Loss: 0.44429324413505716 Server Test Accuracy: 67.88659793814432
====> i: 986 Loss: 0.43451219175404565 Server Test Accuracy: 67.90721649484536
====> i: 991 Loss: 0.43399822104568636 Server Test Accuracy: 67.39175257731958
====> i: 996 Loss: 0.436029692387842 Server Test Accuracy: 67.32989690721648
run time: 7417.714635372162
EXPERIMENT IS FINISHED
